7997	1
680134	0
815338	0
707581	0
95259	1
909096	0
565	1
355442	0
623703	0
12121	1
776050	0
933686	0
875265	0
239235	0
283414	0
796750	0
36063	1
386437	0
953359	1
55	1
980067	0
93539	1
28682	1
938762	0
527725	1
188881	1
707	1
74347	1
357517	0
366663	1
647746	1
121	1
503694	0
28182	1
61916	1
604406	1
315236	0
72927	1
795673	0
178940	0
552255	1
7777	1
899719	0
939644	0
813810	0
41914	1
76567	1
321029	0
211112	1
208247	0
19591	1
94624	0
16451	0
220218	0
869624	0
26162	1
285756	0
747	1
569965	1
838031	0
500244	0
904796	0
958250	0
499994	1
560994	0
667772	0
225966	0
914430	0
279956	0
540069	0
754632	0
76467	1
42524	1
91819	1
524403	0
50105	1
884488	1
50905	1
334433	1
680086	1
95759	1
582151	0
46064	1
70863	0
50705	1
6776	1
649946	1
23432	1
32223	1
472949	0
569965	1
97279	1
972515	0
877897	0
870511	0
94648	0
326475	0
752257	1
99499	1
59795	1
3223	1
287782	1
462672	0
733337	1
355765	0
1331	1
730840	0
131131	1
35653	1
95086	0
6666	1
858265	0
487753	0
98889	1
22872	0
94349	1
730406	0
342625	0
54145	1
705507	1
59595	1
465616	0
64446	1
14841	1
87578	1
994499	1
293392	1
13231	1
232565	0
777	1
40104	1
568900	0
299992	1
133275	0
511748	0
670023	0
19224	0
636	1
622038	0
215765	0
612001	0
816903	0
41082	0
24142	1
565966	0
47574	1
75257	1
908059	0
189981	1
324948	0
887788	1
683946	0
937188	0
41414	1
610827	0
698896	1
464464	1
973379	1
310674	0
991199	1
96569	1
71115	0
249707	0
75957	1
837738	1
927382	0
718142	0
431134	1
38483	1
829928	1
105546	0
87978	1
993206	0
332547	0
40104	1
266662	1
557098	0
989989	1
555	1
438820	0
704010	0
812902	0
648321	0
401025	0
57775	1
254452	1
522225	1
75252	0
939939	1
144124	0
173837	0
970951	0
29492	1
8778	1
569965	1
36063	1
418144	0
228822	1
739091	0
182450	0
863777	0
780415	0
47074	1
497183	0
716617	1
98189	1
116611	1
947749	1
801584	0
328836	0
564090	0
612427	0
797797	1
840723	0
252252	1
848192	0
911067	0
82128	1
471599	0
359626	0
432234	1
574475	1
769472	0
135489	0
238832	1
10572	0
439934	1
479974	1
637736	1
295648	0
12221	1
185581	1
986926	0
373432	0
525994	0
146896	0
103455	0
960403	0
541145	1
48584	1
318295	0
56465	1
958257	0
735758	0
884488	1
766412	0
597795	1
419893	0
79097	1
542245	1
617716	1
53553	0
283779	0
780087	1
52625	1
54745	1
44644	1
33533	1
676	1
210735	0
879392	0
345851	0
988630	0
85958	1
94349	1
1991	1
37373	1
585234	0
42524	1
393	1
231132	1
292295	0
81318	1
675219	0
465564	1
837738	1
86868	1
44444	1
673572	0
9779	1
820132	0
176333	0
150591	0
448192	0
424586	0
980569	0
342954	0
61916	1
497794	1
85358	1
16987	0
874947	0
582178	0
274704	0
771610	0
15296	0
478578	0
234446	0
932239	1
863368	1
6338	0
12221	1
146641	1
810711	0
660242	0
731892	0
1441	1
240661	0
289744	0
886812	0
826566	0
927729	1
141001	0
781187	1
272122	0
84848	1
497535	0
46464	1
788109	0
99599	1
638836	1
112716	0
491389	0
928829	1
742208	0
93339	1
743348	0
99899	1
748754	0
75157	1
87378	1
36363	1
446670	0
90709	1
474783	0
98189	1
924141	0
66166	1
347296	0
427939	0
901109	1
661317	0
356653	1
903311	0
890098	1
49494	1
852258	1
71817	1
98989	1
398893	1
89136	0
920786	0
276434	0
801108	1
371933	0
89976	0
899187	0
989060	0
237732	1
286563	0
581715	0
40104	1
457963	0
902209	1
460315	0
379524	0
311113	1
770725	0
397793	1
51615	1
770077	1
435722	0
549945	1
59595	1
6526	0
642799	0
468820	0
140041	1
698607	0
480812	0
8448	1
45554	1
138359	0
63236	1
206432	0
636	1
496999	0
471050	0
44244	1
239867	0
6446	1
51903	0
620930	0
93240	0
756657	1
735537	1
225647	0
654456	1
47174	1
682286	1
805557	0
713258	0
780087	1
63536	1
227722	1
127786	0
92929	1
61616	1
268514	0
26962	1
48084	1
640825	0
419058	0
123321	1
312671	0
850113	0
765595	0
637843	0
336633	1
315877	0
656523	0
69996	1
762480	0
77977	1
88830	0
335533	1
595595	1
8008	1
717933	0
557222	0
66766	1
839938	1
99799	1
516259	0
919022	0
788241	0
962155	0
853358	1
599644	0
488683	0
747738	0
91819	1
525	1
5708	0
787855	0
8448	1
53935	1
39593	1
811496	0
944449	1
106601	1
831138	1
305737	0
310551	0
2992	1
313	1
706607	1
319187	0
747646	0
848848	1
2552	1
625526	1
606895	0
26462	1
867768	1
648445	0
166661	1
260062	1
705625	0
661800	0
90109	1
8998	1
59695	1
989035	0
408345	0
98889	1
26162	1
66066	1
928557	0
730330	0
3553	1
325993	0
84648	1
353188	0
121979	0
80208	1
59895	1
802968	0
555555	1
363	1
823740	0
200506	0
420100	0
133331	1
105104	0
83138	1
343781	0
367784	0
948724	0
668866	1
123371	0
781187	1
182310	0
641097	0
812932	0
2	1
45154	1
604591	0
332233	1
67376	1
821128	1
661892	0
89498	1
97679	1
15451	1
868	1
452721	0
44744	1
376673	1
816618	1
440044	1
31013	1
90834	0
642246	1
71417	1
5462	0
79797	1
517715	1
882288	1
527811	0
597004	0
70907	1
70807	1
814418	1
86468	1
820748	0
141542	0
392669	0
50905	1
753213	0
836638	1
806608	1
79997	1
438952	0
626382	0
111344	0
55	1
889961	0
730205	0
643092	0
25052	1
80508	1
153657	0
376673	1
192040	0
973579	0
494170	0
139005	0
858093	0
556004	0
337907	0
75757	1
230731	0
69196	1
411114	1
121478	0
432143	0
56765	1
801108	1
650056	1
438353	0
430255	0
843348	1
107701	1
74947	1
418814	1
960068	0
286682	1
143341	1
365563	1
103301	1
803528	0
464860	0
561131	0
6886	1
302203	1
645546	1
610759	0
811118	1
252630	0
539773	0
570075	1
26562	1
330033	1
396082	0
20102	1
992346	0
94849	1
684486	1
133873	0
299992	1
24242	1
83891	0
327381	0
796697	1
223210	0
74629	0
454454	1
66166	1
557905	0
863102	0
893403	0
31713	1
724962	0
89198	1
19191	1
36063	1
2442	1
147915	0
628826	1
243342	1
268758	0
87478	1
398901	0
921129	1
408316	0
972274	0
364463	1
13331	1
100802	0
44744	1
182592	0
158851	1
92129	1
31413	1
604406	1
21312	1
73037	1
706676	0
20102	1
19691	1
117889	0
921129	1
63036	1
55955	1
175974	0
432959	0
467764	1
113215	0
919919	1
899998	1
849993	0
942897	0
606674	0
732646	0
457127	0
36963	1
816982	0
581185	1
24842	1
99742	0
494	1
392293	1
47663	0
446647	0
355742	0
271172	1
855696	0
134431	1
747366	0
64446	1
72427	1
865955	0
1001	1
49194	1
887609	0
469964	1
415425	0
663366	1
166539	0
8716	0
721235	0
611116	1
169316	0
973401	0
25352	1
158518	0
35253	1
16648	0
483429	0
57175	1
66866	1
674104	0
16361	1
486684	1
919	1
475212	0
944389	0
509905	1
15051	1
50205	1
57875	1
42724	1
182997	0
69796	1
377773	1
389983	1
678798	0
20602	1
34822	0
791951	0
532696	0
71017	1
699996	1
23056	0
562265	1
622582	0
368365	0
71817	1
92629	1
754503	0
162463	0
485714	0
197374	0
317784	0
197087	0
655652	0
98489	1
791272	0
528825	1
374473	1
438475	0
895564	0
527100	0
867999	0
992864	0
255552	1
807838	0
691196	1
223322	1
653756	0
74347	1
258852	1
391631	0
87778	1
3223	1
686537	0
542887	0
37173	1
433814	0
17371	1
411095	0
241231	0
980862	0
16861	1
942249	1
815343	0
405431	0
17532	0
120807	0
720643	0
34543	1
561165	1
23763	0
51684	0
303303	1
240195	0
19091	1
202141	0
424477	0
313261	0
707	1
381514	0
122221	1
191	1
7447	1
155812	0
769361	0
414242	0
14141	1
151	1
272142	0
365695	0
950059	1
120134	0
49906	0
52825	1
965569	1
90909	1
901236	0
288882	1
194627	0
322920	0
646934	0
663730	0
6198	0
217503	0
565822	0
985052	0
272	1
12421	1
20402	1
958369	0
87978	1
917719	1
475713	0
321914	0
59495	1
103301	1
939435	0
513025	0
846401	0
200134	0
395509	0
750253	0
732882	0
47574	1
976679	1
231292	0
53735	1
256632	0
413675	0
350913	0
759957	1
558843	0
12221	1
68630	0
233173	0
201102	1
233620	0
953105	0
62626	1
41514	1
75657	1
84448	1
327723	1
64446	1
237739	0
593442	0
162261	1
33633	1
507799	0
920222	0
76962	0
29392	1
21412	1
34143	1
873146	0
81331	0
856505	0
88088	1
789370	0
600006	1
50605	1
679976	1
67276	1
84148	1
478486	0
66117	0
774530	0
31313	1
61016	1
583385	1
13931	1
148292	0
754457	1
880869	0
367763	1
443477	0
141	1
86068	1
303	1
517715	1
537735	1
999	1
909089	0
96269	1
444962	0
41414	1
557961	0
869761	0
894475	0
946649	1
263362	1
33933	1
961143	0
507901	0
657756	1
776458	0
197329	0
121048	0
731137	1
54890	0
466020	0
828565	0
799997	1
204212	0
807442	0
52000	0
3	1
978170	0
364014	0
578875	1
207884	0
450054	1
92779	0
337448	0
799240	0
3245	0
5995	1
10801	1
537735	1
673376	1
828198	0
12921	1
353	1
79897	1
424	1
201102	1
98989	1
46064	1
30503	1
30703	1
355140	0
129107	0
8558	1
39093	1
359953	1
550469	0
772083	0
321394	0
37373	1
305293	0
454	1
870169	0
500706	0
977621	0
107491	0
99799	1
153107	0
427724	1
791820	0
452254	1
97779	1
995691	0
798959	0
981189	1
549945	1
687486	0
580085	1
195218	0
958859	1
354114	0
607386	0
142532	0
41014	1
997799	1
53035	1
817979	0
694496	1
617621	0
869499	0
511437	0
151203	0
834438	1
968408	0
667286	0
40804	1
59295	1
894498	1
313906	0
16261	1
11442	0
850014	0
874455	0
809908	1
96020	0
317713	1
646136	0
392621	0
63136	1
41514	1
909	1
501752	0
877101	0
654456	1
662625	0
665033	0
279972	1
29292	1
499994	1
14541	1
717608	0
590988	0
437606	0
185581	1
213312	1
375463	0
82428	1
629420	0
806608	1
