858858	1
163361	1
524425	1
352935	0
964469	1
714693	0
713617	0
117620	0
29192	1
481184	1
103301	1
649102	0
596258	0
505	1
985010	0
305304	0
460382	0
99399	1
75657	1
182952	0
325497	0
161161	1
83138	1
486024	0
924386	0
530858	0
535535	1
897660	0
329767	0
77677	1
297792	1
215488	0
868297	0
698099	0
820028	1
263439	0
289276	0
30203	1
222222	1
864261	0
66866	1
551134	0
455554	1
865092	0
222751	0
712217	1
571175	1
281182	1
808	1
786117	0
594699	0
84048	1
481184	1
82128	1
449944	1
8888	1
748289	0
439934	1
18281	1
157910	0
761167	1
92329	1
316613	1
932848	0
749947	1
23732	1
257752	1
360733	0
18881	1
52825	1
839673	0
650056	1
973564	0
33933	1
807547	0
631282	0
514674	0
112320	0
616397	0
979380	0
124021	0
521334	0
882288	1
56865	1
15851	1
404404	1
552014	0
78787	1
134431	1
615187	0
928842	0
745506	0
289548	0
395963	0
666666	1
4994	1
192291	1
576794	0
235759	0
202202	1
795597	1
774477	1
26562	1
843348	1
22322	1
820843	0
222460	0
374473	1
768530	0
663565	0
295475	0
736637	1
179930	0
2772	1
711117	1
987983	0
82228	1
708983	0
258707	0
6556	1
730037	1
91519	1
545	1
642317	0
486000	0
37173	1
658051	0
49594	1
72227	1
937691	0
19716	0
23532	1
33200	0
12321	1
263362	1
19991	1
329551	0
319176	0
463785	0
483384	1
601106	1
76867	1
88088	1
987789	1
501930	0
89248	0
202	1
639345	0
627647	0
553357	0
693396	1
787323	0
4224	1
74869	0
424945	0
590411	0
115492	0
506409	0
84448	1
807177	0
149941	1
941725	0
886688	1
563297	0
283278	0
361626	0
369942	0
53835	1
426422	0
68386	1
275939	0
111120	0
69996	1
899998	1
483737	0
660066	1
352631	0
99799	1
281082	0
644446	1
558855	1
698948	0
828706	0
514415	1
517287	0
95759	1
732241	0
258852	1
322811	0
545005	0
390270	0
886254	0
757	1
135695	0
90609	1
698896	1
168946	0
152251	1
433334	1
203302	1
